Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency,Frequency (meV),vDOS Cryo Temperature
0.10526,105.26,21.89688,0.10526,105.26,4.5256
0.10547,105.47,22.1964,0.10547,105.47,5.4338
0.10567,105.67,21.44832,0.10567,105.67,5.6074
0.10588,105.88,21.03312,0.10588,105.88,5.1246
0.10609,106.09,21.19476,0.10609,106.09,4.8067
0.10629,106.29,21.31044,0.10629,106.29,5.5233
0.1065,106.5,20.85948,0.1065,106.5,5.2595
0.10671,106.71,20.71152,0.10671,106.71,5.1995
0.10691,106.91,20.67552,0.10691,106.91,6.0741
0.10712,107.12,20.78568,0.10712,107.12,5.72
0.10733,107.33,20.805,0.10733,107.33,5.0576
0.10754,107.54,20.91744,0.10754,107.54,5.0968
0.10774,107.74,21.27804,0.10774,107.74,5.7067
0.10795,107.95,21.19368,0.10795,107.95,6.4984
0.10816,108.16,21.17652,0.10816,108.16,5.8258
0.10836,108.36,21.738,0.10836,108.36,5.6996
0.10857,108.57,21.4842,0.10857,108.57,5.3632
0.10878,108.78,20.55936,0.10878,108.78,4.6349
0.10898,108.98,20.29128,0.10898,108.98,4.5035
0.10919,109.19,20.55396,0.10919,109.19,4.4116
0.1094,109.4,21.0012,0.1094,109.4,5.4796
0.1096,109.6,20.97396,0.1096,109.6,7.3271
0.10981,109.81,20.86128,0.10981,109.81,6.5588
0.11002,110.02,20.66016,0.11002,110.02,4.434
0.11022,110.22,20.4996,0.11022,110.22,4.5706
0.11043,110.43,20.77224,0.11043,110.43,5.1159
0.11064,110.64,21.20604,0.11064,110.64,4.9523
0.11084,110.84,20.9256,0.11084,110.84,5.7968
0.11105,111.05,20.90052,0.11105,111.05,5.0125
0.11126,111.26,20.60148,0.11126,111.26,3.8149
0.11146,111.46,20.0208,0.11146,111.46,3.6051
0.11167,111.67,20.73576,0.11167,111.67,3.297
0.11188,111.88,21.03492,0.11188,111.88,4.0416
0.11208,112.08,20.97444,0.11208,112.08,4.3867
0.11229,112.29,20.86152,0.11229,112.29,3.8742
0.1125,112.5,21.0804,0.1125,112.5,4.6871
0.11271,112.71,21.04224,0.11271,112.71,5.2731
0.11291,112.91,20.98752,0.11291,112.91,3.7021
0.11312,113.12,21.26748,0.11312,113.12,3.5523
0.11333,113.33,20.62632,0.11333,113.33,4.0318
0.11353,113.53,20.12556,0.11353,113.53,3.7193
0.11374,113.74,20.51088,0.11374,113.74,3.9127
0.11395,113.95,20.82804,0.11395,113.95,3.2935
0.11415,114.15,20.8782,0.11415,114.15,2.9923
0.11436,114.36,20.90508,0.11436,114.36,3.7759
0.11457,114.57,20.22624,0.11457,114.57,4.2191
0.11477,114.77,20.08476,0.11477,114.77,3.3744
0.11498,114.98,20.7918,0.11498,114.98,3.1413
0.11519,115.19,20.89428,0.11519,115.19,3.4673
0.11539,115.39,20.61228,0.11539,115.39,3.1598
0.1156,115.6,20.48076,0.1156,115.6,3.4679
0.11581,115.81,20.21244,0.11581,115.81,3.5799
0.11601,116.01,20.18388,0.11601,116.01,3.1804
0.11622,116.22,20.23836,0.11622,116.22,2.9882
0.11643,116.43,20.2674,0.11643,116.43,2.7262
0.11663,116.63,20.19672,0.11663,116.63,3.2964
0.11684,116.84,20.22768,0.11684,116.84,3.3445
0.11705,117.05,20.0766,0.11705,117.05,3.4013
0.11725,117.25,20.30028,0.11725,117.25,2.8236
0.11746,117.46,20.48952,0.11746,117.46,2.4298
0.11767,117.67,20.6682,0.11767,117.67,2.702
0.11788,117.88,20.49792,0.11788,117.88,3.037
0.11808,118.08,20.00004,0.11808,118.08,3.0369
0.11829,118.29,20.28756,0.11829,118.29,3.3688
0.1185,118.5,20.38356,0.1185,118.5,3.5733
0.1187,118.7,20.72448,0.1187,118.7,2.9958
0.11891,118.91,20.82624,0.11891,118.91,3.0987
0.11912,119.12,20.27376,0.11912,119.12,3.2624
0.11932,119.32,20.043,0.11932,119.32,3.2677
0.11953,119.53,20.13648,0.11953,119.53,2.6728
0.11974,119.74,20.34876,0.11974,119.74,2.5391
0.11994,119.94,20.30124,0.11994,119.94,2.5929
0.12015,120.15,20.00616,0.12015,120.15,2.4161
0.12036,120.36,20.1648,0.12036,120.36,2.1263
0.12056,120.56,20.17404,0.12056,120.56,2.4625
0.12077,120.77,19.73124,0.12077,120.77,2.9155
0.12098,120.98,19.72056,0.12098,120.98,2.8242
0.12118,121.18,19.9146,0.12118,121.18,3.2631
0.12139,121.39,20.052,0.12139,121.39,3.156
0.1216,121.6,20.1996,0.1216,121.6,2.8217
0.1218,121.8,19.97592,0.1218,121.8,2.7518
0.12201,122.01,19.90992,0.12201,122.01,2.4589
0.12222,122.22,20.28576,0.12222,122.22,2.2882
0.12242,122.42,20.2746,0.12242,122.42,2.3387
0.12263,122.63,19.8798,0.12263,122.63,2.6099
0.12284,122.84,19.95336,0.12284,122.84,2.8614
0.12305,123.05,19.83288,0.12305,123.05,2.3551
0.12325,123.25,19.8336,0.12325,123.25,2.5719
0.12346,123.46,20.11428,0.12346,123.46,2.7931
0.12367,123.67,20.21784,0.12367,123.67,3.1443
0.12387,123.87,19.96308,0.12387,123.87,2.661
0.12408,124.08,20.07456,0.12408,124.08,2.604
0.12429,124.29,20.1,0.12429,124.29,3.1529
0.12449,124.49,20.13516,0.12449,124.49,3.2915
0.1247,124.7,20.13192,0.1247,124.7,3.0181
0.12491,124.91,20.07612,0.12491,124.91,2.3734
0.12511,125.11,20.38224,0.12511,125.11,2.1958
0.12532,125.32,19.839,0.12532,125.32,2.4587
0.12553,125.53,20.06724,0.12553,125.53,2.7385
0.12573,125.73,20.92188,0.12573,125.73,2.5662
0.12594,125.94,20.71968,0.12594,125.94,2.3901
0.12615,126.15,20.39604,0.12615,126.15,2.106
0.12635,126.35,20.21304,0.12635,126.35,2.205
0.12656,126.56,19.99812,0.12656,126.56,2.2931
0.12677,126.77,20.33172,0.12677,126.77,2.4039
0.12697,126.97,20.56584,0.12697,126.97,2.2638
0.12718,127.18,20.06112,0.12718,127.18,1.9265
0.12739,127.39,19.944,0.12739,127.39,2.7682
0.12759,127.59,20.40228,0.12759,127.59,2.7657
0.1278,127.8,20.52216,0.1278,127.8,2.4898
0.12801,128.01,19.73328,0.12801,128.01,2.4567
0.12822,128.22,19.6272,0.12822,128.22,2.3552
0.12842,128.42,20.23092,0.12842,128.42,2.5854
0.12863,128.63,20.2914,0.12863,128.63,2.7157
0.12884,128.84,20.5104,0.12884,128.84,2.5999
0.12904,129.04,20.24976,0.12904,129.04,2.3083
0.12925,129.25,19.84932,0.12925,129.25,2.3967
0.12946,129.46,19.87452,0.12946,129.46,2.4538
0.12966,129.66,20.30124,0.12966,129.66,2.4536
0.12987,129.87,20.39004,0.12987,129.87,2.3477
0.13008,130.08,20.66484,0.13008,130.08,2.1571
0.13028,130.28,20.58684,0.13028,130.28,2.1753
0.13049,130.49,20.11116,0.13049,130.49,1.9007
0.1307,130.7,20.22048,0.1307,130.7,2.378
0.1309,130.9,20.42208,0.1309,130.9,2.2164
0.13111,131.11,20.45292,0.13111,131.11,1.8768
0.13132,131.32,20.91624,0.13132,131.32,2.0948
0.13152,131.52,20.50128,0.13152,131.52,2.2627
0.13173,131.73,19.90548,0.13173,131.73,2.1927
0.13194,131.94,20.15448,0.13194,131.94,1.8415
0.13214,132.14,20.25276,0.13214,132.14,1.8532
0.13235,132.35,19.76448,0.13235,132.35,1.7149
0.13256,132.56,19.88856,0.13256,132.56,1.5287
0.13276,132.76,19.9338,0.13276,132.76,1.5098
0.13297,132.97,19.66416,0.13297,132.97,1.7809
0.13318,133.18,19.521,0.13318,133.18,1.7602
0.13339,133.39,19.40976,0.13339,133.39,1.871
0.13359,133.59,19.96524,0.13359,133.59,2.143
0.1338,133.8,19.87464,0.1338,133.8,1.9368
0.13401,134.01,19.7844,0.13401,134.01,1.8597
0.13421,134.21,19.67988,0.13421,134.21,1.9154
0.13442,134.42,19.85496,0.13442,134.42,1.6631
0.13463,134.63,20.04156,0.13463,134.63,1.9025
0.13483,134.83,20.09484,0.13483,134.83,1.9382
0.13504,135.04,20.20032,0.13504,135.04,1.8484
0.13525,135.25,20.13108,0.13525,135.25,1.6947
0.13545,135.45,20.6214,0.13545,135.45,2.0078
0.13566,135.66,20.40936,0.13566,135.66,2.2462
0.13587,135.87,20.47128,0.13587,135.87,1.85
0.13607,136.07,20.7072,0.13607,136.07,2.1043
0.13628,136.28,19.90992,0.13628,136.28,2.5606
0.13649,136.49,19.95804,0.13649,136.49,2.0869
0.13669,136.69,20.28252,0.13669,136.69,1.8531
0.1369,136.9,20.19396,0.1369,136.9,2.0376
0.13711,137.11,20.15208,0.13711,137.11,1.9673
0.13731,137.31,20.4168,0.13731,137.31,2.1146
0.13752,137.52,20.17236,0.13752,137.52,2.0941
0.13773,137.73,20.10108,0.13773,137.73,1.9202
0.13793,137.93,20.68608,0.13793,137.93,1.8566
0.13814,138.14,20.60292,0.13814,138.14,1.7036
0.13835,138.35,20.67492,0.13835,138.35,1.3461
0.13856,138.56,20.46108,0.13856,138.56,1.2602
0.13876,138.76,20.28672,0.13876,138.76,1.8781
0.13897,138.97,20.49468,0.13897,138.97,2.1624
0.13918,139.18,19.81896,0.13918,139.18,2.3338
0.13938,139.38,19.84296,0.13938,139.38,2.199
0.13959,139.59,20.13996,0.13959,139.59,1.8401
0.1398,139.8,20.29212,0.1398,139.8,1.9188
0.14,140,20.51076,0.14,140,2.2029
0.14021,140.21,19.99524,0.14021,140.21,2.0436
0.14042,140.42,20.0328,0.14042,140.42,1.8696
0.14062,140.62,20.78556,0.14062,140.62,2.1309
0.14083,140.83,20.5326,0.14083,140.83,2.0192
0.14104,141.04,20.2986,0.14104,141.04,1.4572
0.14124,141.24,20.45016,0.14124,141.24,1.5508
0.14145,141.45,20.05452,0.14145,141.45,1.5265
0.14166,141.66,20.65512,0.14166,141.66,1.401
0.14186,141.86,21.11928,0.14186,141.86,1.8673
0.14207,142.07,20.29824,0.14207,142.07,1.8477
0.14228,142.28,20.20356,0.14228,142.28,1.4846
0.14248,142.48,20.4816,0.14248,142.48,1.7328
0.14269,142.69,20.84136,0.14269,142.69,1.8583
0.1429,142.9,20.8698,0.1429,142.9,1.6902
0.1431,143.1,20.72664,0.1431,143.1,1.7106
0.14331,143.31,20.8464,0.14331,143.31,1.5847
0.14352,143.52,21.04872,0.14352,143.52,1.8458
0.14373,143.73,20.8476,0.14373,143.73,1.9327
0.14393,143.93,20.14476,0.14393,143.93,1.5522
0.14414,144.14,20.35464,0.14414,144.14,1.403
0.14435,144.35,20.82024,0.14435,144.35,1.5535
0.14455,144.55,20.72376,0.14455,144.55,1.6156
0.14476,144.76,20.9112,0.14476,144.76,1.7212
0.14497,144.97,21.70932,0.14497,144.97,1.7593
0.14517,145.17,21.62676,0.14517,145.17,1.8012
0.14538,145.38,21.18288,0.14538,145.38,1.8482
0.14559,145.59,21.0162,0.14559,145.59,2.0378
0.14579,145.79,21.12564,0.14579,145.79,1.9532
0.146,146,21.35688,0.146,146,1.3874
0.14621,146.21,21.15048,0.14621,146.21,1.4581
0.14641,146.41,21.24132,0.14641,146.41,1.8973
0.14662,146.62,21.26304,0.14662,146.62,2.1408
0.14683,146.83,20.679,0.14683,146.83,2.0055
0.14703,147.03,20.94552,0.14703,147.03,1.7118
0.14724,147.24,21.29136,0.14724,147.24,1.4801
0.14745,147.45,20.48556,0.14745,147.45,1.7691
0.14765,147.65,20.8716,0.14765,147.65,1.9272
0.14786,147.86,20.88648,0.14786,147.86,2.021
0.14807,148.07,20.82492,0.14807,148.07,1.9622
0.14827,148.27,21.05016,0.14827,148.27,1.6583
0.14848,148.48,21.456,0.14848,148.48,1.5071
0.14869,148.69,21.14784,0.14869,148.69,1.6296
0.1489,148.9,20.39724,0.1489,148.9,1.6988
0.1491,149.1,20.75952,0.1491,149.1,1.7324
0.14931,149.31,20.95692,0.14931,149.31,1.9303
0.14952,149.52,20.94348,0.14952,149.52,1.8962
0.14972,149.72,20.92536,0.14972,149.72,1.9013
0.14993,149.93,20.83668,0.14993,149.93,1.6207
0.15014,150.14,20.45556,0.15014,150.14,1.6387
0.15034,150.34,21.11892,0.15034,150.34,1.8152
0.15055,150.55,21.2388,0.15055,150.55,1.639
0.15076,150.76,20.36172,0.15076,150.76,1.3792
0.15096,150.96,20.35176,0.15096,150.96,1.3919
0.15117,151.17,20.99808,0.15117,151.17,1.5562
0.15138,151.38,21.06216,0.15138,151.38,1.776
0.15158,151.58,21.29088,0.15158,151.58,2.0228
0.15179,151.79,21.35052,0.15179,151.79,2.0641
0.152,152,22.04544,0.152,152,2.1135
0.1522,152.2,22.47384,0.1522,152.2,2.1327
0.15241,152.41,21.30876,0.15241,152.41,1.7855
0.15262,152.62,20.99508,0.15262,152.62,1.6472
0.15282,152.82,21.69684,0.15282,152.82,1.8942
0.15303,153.03,21.41076,0.15303,153.03,2.3807
0.15324,153.24,21.85272,0.15324,153.24,2.3055
0.15344,153.44,21.90516,0.15344,153.44,1.7848
0.15365,153.65,21.33348,0.15365,153.65,1.5873
0.15386,153.86,21.31128,0.15386,153.86,1.861
0.15407,154.07,21.68232,0.15407,154.07,1.6788
0.15427,154.27,22.32504,0.15427,154.27,1.6177
0.15448,154.48,21.74088,0.15448,154.48,1.8971
0.15469,154.69,21.75156,0.15469,154.69,1.6714
0.15489,154.89,21.75096,0.15489,154.89,1.9151
0.1551,155.1,22.34376,0.1551,155.1,2.2894
0.15531,155.31,21.89964,0.15531,155.31,2.1934
0.15551,155.51,21.01776,0.15551,155.51,1.6612
0.15572,155.72,21.7494,0.15572,155.72,1.5602
0.15593,155.93,22.30188,0.15593,155.93,2.1337
0.15613,156.13,22.87908,0.15613,156.13,2.4274
0.15634,156.34,22.58712,0.15634,156.34,2.1369
0.15655,156.55,22.2228,0.15655,156.55,1.9743
0.15675,156.75,23.2878,0.15675,156.75,1.9398
0.15696,156.96,22.82592,0.15696,156.96,2.0209
0.15717,157.17,22.0266,0.15717,157.17,2.0069
0.15737,157.37,21.98304,0.15737,157.37,1.8017
0.15758,157.58,22.21128,0.15758,157.58,2.0431
0.15779,157.79,23.18988,0.15779,157.79,2.546
0.15799,157.99,23.17572,0.15799,157.99,2.3611
0.1582,158.2,22.17372,0.1582,158.2,2.1407
0.15841,158.41,21.83652,0.15841,158.41,2.5661
0.15861,158.61,22.87488,0.15861,158.61,2.3728
0.15882,158.82,23.28948,0.15882,158.82,2.1004
0.15903,159.03,22.94136,0.15903,159.03,2.2199
0.15924,159.24,22.87128,0.15924,159.24,2.0393
0.15944,159.44,22.79544,0.15944,159.44,2.1125
0.15965,159.65,22.55208,0.15965,159.65,2.203
0.15986,159.86,22.46328,0.15986,159.86,2.3346
0.16006,160.06,22.03704,0.16006,160.06,2.627
0.16027,160.27,22.16772,0.16027,160.27,2.6676
0.16048,160.48,24.17196,0.16048,160.48,1.9156
0.16068,160.68,23.5068,0.16068,160.68,1.9859
0.16089,160.89,22.45164,0.16089,160.89,2.2854
0.1611,161.1,23.88408,0.1611,161.1,2.1956
0.1613,161.3,23.63352,0.1613,161.3,2.4002
0.16151,161.51,24.94056,0.16151,161.51,2.7736
0.16172,161.72,24.44784,0.16172,161.72,2.5778
0.16192,161.92,23.448,0.16192,161.92,2.6068
0.16213,162.13,25.01892,0.16213,162.13,2.913
0.16234,162.34,25.05048,0.16234,162.34,3.1119
0.16254,162.54,25.06824,0.16254,162.54,2.9078
0.16275,162.75,24.24,0.16275,162.75,2.6826
0.16296,162.96,23.16576,0.16296,162.96,2.7848
0.16316,163.16,24.31608,0.16316,163.16,2.6655
0.16337,163.37,24.34392,0.16337,163.37,2.6233
0.16358,163.58,24.13752,0.16358,163.58,2.4304
0.16378,163.78,24.56256,0.16378,163.78,3.1792
0.16399,163.99,24.32232,0.16399,163.99,2.57
0.1642,164.2,24.86748,0.1642,164.2,2.6463
0.16441,164.41,24.87336,0.16441,164.41,3.1723
0.16461,164.61,23.7324,0.16461,164.61,2.3582
0.16482,164.82,23.9502,0.16482,164.82,2.4981
0.16503,165.03,23.21988,0.16503,165.03,2.9017
0.16523,165.23,22.92144,0.16523,165.23,2.6854
0.16544,165.44,24.21408,0.16544,165.44,2.3604
0.16565,165.65,24.73536,0.16565,165.65,2.3604
0.16585,165.85,23.80872,0.16585,165.85,2.8592
0.16606,166.06,24.12084,0.16606,166.06,3.4632
0.16627,166.27,24.93852,0.16627,166.27,2.9063
0.16647,166.47,25.07376,0.16647,166.47,2.5218
0.16668,166.68,25.52856,0.16668,166.68,2.8134
0.16689,166.89,25.76076,0.16689,166.89,3.1144
0.16709,167.09,28.01904,0.16709,167.09,3.3863
0.1673,167.3,27.82116,0.1673,167.3,3.1036
0.16751,167.51,25.49112,0.16751,167.51,2.5908
0.16771,167.71,26.0154,0.16771,167.71,3.08
0.16792,167.92,27.14232,0.16792,167.92,3.0652
0.16813,168.13,26.54676,0.16813,168.13,2.5054
0.16833,168.33,26.35452,0.16833,168.33,3.1596
0.16854,168.54,25.90596,0.16854,168.54,3.3836
0.16875,168.75,26.38656,0.16875,168.75,3.2495
0.16895,168.95,26.37168,0.16895,168.95,3.1492
0.16916,169.16,25.56024,0.16916,169.16,3.0629
0.16937,169.37,27.54144,0.16937,169.37,3.1348
0.16958,169.58,27.92184,0.16958,169.58,2.9345
0.16978,169.78,26.50572,0.16978,169.78,2.8959
0.16999,169.99,25.5624,0.16999,169.99,2.5252
0.1702,170.2,26.59272,0.1702,170.2,2.4196
0.1704,170.4,26.61048,0.1704,170.4,2.7529
0.17061,170.61,25.14456,0.17061,170.61,3.1465
0.17082,170.82,26.23548,0.17082,170.82,3.9068
0.17102,171.02,26.84748,0.17102,171.02,3.5451
0.17123,171.23,24.97476,0.17123,171.23,2.5979
0.17144,171.44,24.65964,0.17144,171.44,2.8813
0.17164,171.64,26.59248,0.17164,171.64,3.2117
0.17185,171.85,27.06588,0.17185,171.85,3.3542
0.17206,172.06,27.2184,0.17206,172.06,3.2679
0.17226,172.26,26.1678,0.17226,172.26,3.9076
0.17247,172.47,25.34448,0.17247,172.47,4.0755
0.17268,172.68,25.55016,0.17268,172.68,3.0711
0.17288,172.88,25.21224,0.17288,172.88,2.6671
0.17309,173.09,25.6296,0.17309,173.09,2.6756
0.1733,173.3,26.10216,0.1733,173.3,3.2532
0.1735,173.5,26.62236,0.1735,173.5,4.095
0.17371,173.71,26.26104,0.17371,173.71,4.4972
0.17392,173.92,25.22364,0.17392,173.92,3.8757
0.17412,174.12,25.78128,0.17412,174.12,3.2231
0.17433,174.33,27.21864,0.17433,174.33,3.2347
0.17454,174.54,28.02744,0.17454,174.54,3.7024
0.17474,174.74,28.5426,0.17474,174.74,3.7298
0.17495,174.95,28.01148,0.17495,174.95,2.9605
0.17516,175.16,27.47172,0.17516,175.16,3.6688
0.17537,175.37,26.9556,0.17537,175.37,4.1462
0.17557,175.57,27.70524,0.17557,175.57,3.845
0.17578,175.78,26.29152,0.17578,175.78,3.6681
0.17599,175.99,26.52192,0.17599,175.99,3.2125
0.17619,176.19,27.94884,0.17619,176.19,3.5291
0.1764,176.4,27.51444,0.1764,176.4,3.3035
0.17661,176.61,27.64284,0.17661,176.61,3.5494
0.17681,176.81,27.92136,0.17681,176.81,4.3092
0.17702,177.02,27.85848,0.17702,177.02,3.8367
0.17723,177.23,27.37416,0.17723,177.23,3.8089
0.17743,177.43,27.50088,0.17743,177.43,3.7117
0.17764,177.64,26.67804,0.17764,177.64,3.2223
0.17785,177.85,26.1696,0.17785,177.85,4.3593
0.17805,178.05,27.50496,0.17805,178.05,4.2017
0.17826,178.26,28.48152,0.17826,178.26,3.3436
0.17847,178.47,27.54492,0.17847,178.47,3.5187
0.17867,178.67,28.10748,0.17867,178.67,3.5353
0.17888,178.88,28.25508,0.17888,178.88,4.2383
0.17909,179.09,27.9642,0.17909,179.09,4.713
0.17929,179.29,27.83028,0.17929,179.29,4.0661
0.1795,179.5,26.34696,0.1795,179.5,4.0615
0.17971,179.71,27.675,0.17971,179.71,4.2014
0.17991,179.91,29.6676,0.17991,179.91,4.1734
0.18012,180.12,29.15676,0.18012,180.12,4.3556
0.18033,180.33,29.07324,0.18033,180.33,4.5907
0.18054,180.54,29.62632,0.18054,180.54,5.064
0.18074,180.74,28.54908,0.18074,180.74,4.6004
0.18095,180.95,27.48888,0.18095,180.95,4.5537
0.18116,181.16,28.8432,0.18116,181.16,5.3707
0.18136,181.36,28.65024,0.18136,181.36,5.7285
0.18157,181.57,27.0174,0.18157,181.57,5.3278
0.18178,181.78,26.9538,0.18178,181.78,4.9217
0.18198,181.98,27.2244,0.18198,181.98,5.2776
0.18219,182.19,27.6636,0.18219,182.19,5.1113
0.1824,182.4,26.59932,0.1824,182.4,4.3401
0.1826,182.6,26.39664,0.1826,182.6,4.2737
0.18281,182.81,28.88052,0.18281,182.81,3.9901
0.18302,183.02,30.5232,0.18302,183.02,4.8915
0.18322,183.22,29.5554,0.18322,183.22,5.1928
0.18343,183.43,26.83236,0.18343,183.43,4.9509
0.18364,183.64,25.89012,0.18364,183.64,4.2363
0.18384,183.84,27.05412,0.18384,183.84,3.9206
0.18405,184.05,27.83748,0.18405,184.05,5.3206
0.18426,184.26,28.61556,0.18426,184.26,4.9277
0.18446,184.46,28.87536,0.18446,184.46,5.3137
0.18467,184.67,27.51912,0.18467,184.67,7.0284
0.18488,184.88,26.37168,0.18488,184.88,5.9277
0.18508,185.08,25.78548,0.18508,185.08,5.8221
0.18529,185.29,26.33592,0.18529,185.29,6.3153
0.1855,185.5,30.0084,0.1855,185.5,6.0575
0.18571,185.71,31.146,0.18571,185.71,5.7546
0.18591,185.91,28.93344,0.18591,185.91,5.0716
0.18612,186.12,30.234,0.18612,186.12,4.8783
0.18633,186.33,31.4916,0.18633,186.33,5.3868
0.18653,186.53,29.5764,0.18653,186.53,6.2226
0.18674,186.74,30.3912,0.18674,186.74,5.9694
0.18695,186.95,30.744,0.18695,186.95,5.2523
0.18715,187.15,29.10948,0.18715,187.15,5.2422
0.18736,187.36,28.93272,0.18736,187.36,7.1186
0.18757,187.57,29.50104,0.18757,187.57,7.3706
0.18777,187.77,28.9926,0.18777,187.77,6.7738
0.18798,187.98,28.63188,0.18798,187.98,7.1683
0.18819,188.19,28.32156,0.18819,188.19,8.2363
0.18839,188.39,32.7888,0.18839,188.39,7.5979
0.1886,188.6,35.1024,0.1886,188.6,6.1289
0.18881,188.81,31.9596,0.18881,188.81,5.6543
0.18901,189.01,31.9716,0.18901,189.01,7.134
0.18922,189.22,30.4188,0.18922,189.22,7.4435
0.18943,189.43,31.3236,0.18943,189.43,7.2283
0.18963,189.63,33.7776,0.18963,189.63,6.4047
0.18984,189.84,31.0824,0.18984,189.84,7.1625
0.19005,190.05,31.1244,0.19005,190.05,8.5509
0.19025,190.25,31.2108,0.19025,190.25,8.0199
0.19046,190.46,31.044,0.19046,190.46,10.227
0.19067,190.67,32.5932,0.19067,190.67,11.262
0.19088,190.88,31.356,0.19088,190.88,9.9171
0.19108,191.08,32.0784,0.19108,191.08,10.455
0.19129,191.29,32.01,0.19129,191.29,10.762
0.1915,191.5,33.8568,0.1915,191.5,10.804
0.1917,191.7,35.9268,0.1917,191.7,12.64
0.19191,191.91,34.4556,0.19191,191.91,12.198
0.19212,192.12,35.0736,0.19212,192.12,12.5
0.19232,192.32,33.3216,0.19232,192.32,13.202
0.19253,192.53,29.619,0.19253,192.53,12.474
0.19274,192.74,31.1772,0.19274,192.74,10.24
0.19294,192.94,33.0516,0.19294,192.94,11.338
0.19315,193.15,31.356,0.19315,193.15,13.082
0.19336,193.36,31.4652,0.19336,193.36,14.675
0.19356,193.56,34.2888,0.19356,193.56,19.224
0.19377,193.77,32.826,0.19377,193.77,19.989
0.19398,193.98,32.088,0.19398,193.98,17.887
0.19418,194.18,33.2424,0.19418,194.18,19.465
0.19439,194.39,30.51,0.19439,194.39,20.98
0.1946,194.6,31.6536,0.1946,194.6,19.837
0.1948,194.8,36.45,0.1948,194.8,18.888
0.19501,195.01,36.2148,0.19501,195.01,20.035
0.19522,195.22,34.2,0.19522,195.22,20.107
0.19542,195.42,34.7676,0.19542,195.42,20.323
0.19563,195.63,31.98,0.19563,195.63,22.392
0.19584,195.84,32.5992,0.19584,195.84,23.424
0.19605,196.05,35.2884,0.19605,196.05,23.538
0.19625,196.25,35.5536,0.19625,196.25,29.088
0.19646,196.46,37.0416,0.19646,196.46,43.268
0.19667,196.67,36.7704,0.19667,196.67,47.806
0.19687,196.87,35.1708,0.19687,196.87,47.85
0.19708,197.08,35.8824,0.19708,197.08,57.62
0.19729,197.29,40.2516,0.19729,197.29,52.113
0.19749,197.49,35.394,0.19749,197.49,39.703
0.1977,197.7,30.6228,0.1977,197.7,42.635
0.19791,197.91,34.9416,0.19791,197.91,45.878
0.19811,198.11,36.9468,0.19811,198.11,41.613
