Frequency (eV),Frequency (meV),vDOS 300K
0.21734,217.34,3.30528
0.21756,217.56,3.57528
0.21778,217.78,3.47964
0.21799,217.99,3.42
0.21821,218.21,3.86232
0.21843,218.43,3.042
0.21864,218.64,2.66556
0.21886,218.86,2.86056
0.21908,219.08,2.30544
0.2193,219.3,2.8032
0.21951,219.51,2.77812
0.21973,219.73,2.93328
0.21995,219.95,2.96964
0.22017,220.17,3.01896
0.22038,220.38,2.63556
0.2206,220.6,2.28504
0.22082,220.82,2.40828
0.22104,221.04,2.59944
0.22125,221.25,2.67132
0.22147,221.47,2.68968
0.22169,221.69,2.44644
0.2219,221.9,2.3976
0.22212,222.12,2.38332
0.22234,222.34,2.52144
0.22256,222.56,2.451
0.22277,222.77,2.24148
0.22299,222.99,2.33832
0.22321,223.21,2.57484
0.22343,223.43,2.30736
0.22364,223.64,2.22156
0.22386,223.86,2.36568
0.22408,224.08,2.70144
0.2243,224.3,2.71284
0.22451,224.51,2.4684
0.22473,224.73,2.25588
0.22495,224.95,2.19732
0.22516,225.16,2.00424
0.22538,225.38,2.10564
0.2256,225.6,1.93536
0.22582,225.82,1.7778
0.22603,226.03,1.80996
0.22625,226.25,1.93044
0.22647,226.47,1.8066
0.22669,226.69,1.41084
0.2269,226.9,1.4022
0.22712,227.12,1.3326
0.22734,227.34,1.49364
0.22756,227.56,1.72344
0.22777,227.77,1.75404
0.22799,227.99,1.72188
0.22821,228.21,1.53168
0.22842,228.42,1.41168
0.22864,228.64,1.3686
0.22886,228.86,1.51656
0.22908,229.08,1.5318
0.22929,229.29,1.47348
0.22951,229.51,1.57164
0.22973,229.73,1.3458
0.22995,229.95,1.27908
0.23016,230.16,1.2102
0.23038,230.38,1.114536
0.2306,230.6,1.21368
0.23082,230.82,1.191108
0.23103,231.03,1.40028
0.23125,231.25,1.38288
0.23147,231.47,1.12248
0.23169,231.69,1.2408
0.2319,231.9,1.1535
0.23212,232.12,1.23576
0.23234,232.34,1.26564
0.23255,232.55,1.31844
0.23277,232.77,1.20516
0.23299,232.99,1.024428
0.23321,233.21,1.06296
0.23342,233.42,0.895932
0.23364,233.64,1.014348
0.23386,233.86,1.2258
0.23408,234.08,1.098972
0.23429,234.29,1.024284
0.23451,234.51,1.30548
0.23473,234.73,1.14198
0.23495,234.95,0.914412
0.23516,235.16,0.828144
0.23538,235.38,0.711852
0.2356,235.6,0.853524
0.23581,235.81,0.963348
0.23603,236.03,1.050588
0.23625,236.25,1.001892
0.23647,236.47,0.851832
0.23668,236.68,0.819948
0.2369,236.9,0.91716
0.23712,237.12,1.048872
0.23734,237.34,0.870636
0.23755,237.55,0.838644
0.23777,237.77,1.147056
0.23799,237.99,0.88578
0.23821,238.21,0.708564
0.23842,238.42,0.810888
0.23864,238.64,1.057512
0.23886,238.86,1.182888
0.23907,239.07,0.938724
0.23929,239.29,0.973128
0.23951,239.51,1.04688
0.23973,239.73,0.812556
0.23994,239.94,0.744204
0.24016,240.16,0.88302
0.24038,240.38,0.945072
0.2406,240.6,0.975996
0.24081,240.81,0.935556
0.24103,241.03,0.939132
0.24125,241.25,0.716316
0.24147,241.47,0.808008
0.24168,241.68,0.971244
0.2419,241.9,0.89886
0.24212,242.12,0.77304
0.24233,242.33,0.867444
0.24255,242.55,1.017648
0.24277,242.77,0.884508
0.24299,242.99,0.808236
0.2432,243.2,0.701556
0.24342,243.42,0.683664
0.24364,243.64,0.91092
0.24386,243.86,0.764592
0.24407,244.07,0.781272
0.24429,244.29,0.873132
0.24451,244.51,0.849624
0.24473,244.73,0.928056
0.24494,244.94,0.920352
0.24516,245.16,0.822096
0.24538,245.38,0.850932
0.24559,245.59,0.757488
0.24581,245.81,0.757452
0.24603,246.03,0.687108
0.24625,246.25,0.711696
0.24646,246.46,0.817716
0.24668,246.68,0.792024
0.2469,246.9,0.796116
0.24712,247.12,0.693564
0.24733,247.33,0.669576
0.24755,247.55,0.718176
0.24777,247.77,0.575676
0.24799,247.99,0.674676
0.2482,248.2,0.659952
0.24842,248.42,0.704292
0.24864,248.64,0.752568
0.24885,248.85,0.641232
0.24907,249.07,0.649752
0.24929,249.29,0.68352
0.24951,249.51,0.644076
0.24972,249.72,0.600732
0.24994,249.94,0.644952
0.25016,250.16,0.685128
0.25038,250.38,0.622548
0.25059,250.59,0.601224
0.25081,250.81,0.592764
0.25103,251.03,0.535356
0.25125,251.25,0.478428
0.25146,251.46,0.578088
0.25168,251.68,0.699288
0.2519,251.9,0.579324
0.25212,252.12,0.493776
0.25233,252.33,0.417504
0.25255,252.55,0.465612
0.25277,252.77,0.517392
0.25298,252.98,0.505236
0.2532,253.2,0.574992
0.25342,253.42,0.471648
0.25364,253.64,0.479568
0.25385,253.85,0.5568
0.25407,254.07,0.568404
0.25429,254.29,0.572232
0.25451,254.51,0.547992
0.25472,254.72,0.422772
0.25494,254.94,0.418668
0.25516,255.16,0.483156
0.25538,255.38,0.493044
0.25559,255.59,0.404904
0.25581,255.81,0.434508
0.25603,256.03,0.484692
0.25624,256.24,0.481308
0.25646,256.46,0.391464
0.25668,256.68,0.442848
0.2569,256.9,0.506676
0.25711,257.11,0.570516
0.25733,257.33,0.554352
0.25755,257.55,0.522432
0.25777,257.77,0.487932
0.25798,257.98,0.453384
0.2582,258.2,0.448884
0.25842,258.42,0.454836
0.25864,258.64,0.369996
0.25885,258.85,0.378504
0.25907,259.07,0.363408
0.25929,259.29,0.422124
0.2595,259.5,0.40836
0.25972,259.72,0.379536
0.25994,259.94,0.37596
0.26016,260.16,0.338976
0.26037,260.37,0.322512
0.26059,260.59,0.31236
0.26081,260.81,0.319776
0.26103,261.03,0.323568
0.26124,261.24,0.343368
0.26146,261.46,0.339504
0.26168,261.68,0.297096
0.2619,261.9,0.301644
0.26211,262.11,0.29682
0.26233,262.33,0.255228
0.26255,262.55,0.319608
0.26276,262.76,0.333876
0.26298,262.98,0.277896
0.2632,263.2,0.245088
0.26342,263.42,0.266484
0.26363,263.63,0.290112
0.26385,263.85,0.283944
0.26407,264.07,0.241632
0.26429,264.29,0.2586
0.2645,264.5,0.27054
0.26472,264.72,0.275244
0.26494,264.94,0.29502
0.26516,265.16,0.341112
0.26537,265.37,0.354912
0.26559,265.59,0.353292
0.26581,265.81,0.36012
0.26602,266.02,0.326196
0.26624,266.24,0.308832
0.26646,266.46,0.322944
0.26668,266.68,0.360984
0.26689,266.89,0.4041
0.26711,267.11,0.398856
0.26733,267.33,0.359964
0.26755,267.55,0.28776
0.26776,267.76,0.312552
0.26798,267.98,0.317568
0.2682,268.2,0.280308
0.26842,268.42,0.24378
0.26863,268.63,0.226308
0.26885,268.85,0.24348
0.26907,269.07,0.228516
0.26928,269.28,0.230208
0.2695,269.5,0.22164
0.26972,269.72,0.203748
0.26994,269.94,0.258972
0.27015,270.15,0.250596
0.27037,270.37,0.22584
0.27059,270.59,0.181536
0.27081,270.81,0.21144
0.27102,271.02,0.260604
0.27124,271.24,0.307164
0.27146,271.46,0.278268
0.27168,271.68,0.235572
0.27189,271.89,0.19458
0.27211,272.11,0.246588
0.27233,272.33,0.205128
0.27255,272.55,0.189096
0.27276,272.76,0.202956
0.27298,272.98,0.211572
0.2732,273.2,0.197232
0.27341,273.41,0.181092
0.27363,273.63,0.179688
0.27385,273.85,0.239544
0.27407,274.07,0.229044
0.27428,274.28,0.18426
0.2745,274.5,0.175908
0.27472,274.72,0.214164
0.27494,274.94,0.201672
0.27515,275.15,0.19518
0.27537,275.37,0.178404
0.27559,275.59,0.180564
0.27581,275.81,0.198936
0.27602,276.02,0.189492
0.27624,276.24,0.176352
0.27646,276.46,0.194832
0.27667,276.67,0.187908
0.27689,276.89,0.185964
0.27711,277.11,0.170328
0.27733,277.33,0.185136
0.27754,277.54,0.206424
0.27776,277.76,0.194508
0.27798,277.98,0.192492
0.2782,278.2,0.2118
0.27841,278.41,0.197988
0.27863,278.63,0.18312
0.27885,278.85,0.170316
0.27907,279.07,0.15144
0.27928,279.28,0.1584
0.2795,279.5,0.176292
0.27972,279.72,0.156948
0.27993,279.93,0.175416
0.28015,280.15,0.169596
0.28037,280.37,0.180552
0.28059,280.59,0.191292
0.2808,280.8,0.144516
0.28102,281.02,0.167412
0.28124,281.24,0.161916
0.28146,281.46,0.162096
0.28167,281.67,0.159792
0.28189,281.89,0.162516
0.28211,282.11,0.13218
0.28233,282.33,0.141864
0.28254,282.54,0.122664
0.28276,282.76,0.1155648
0.28298,282.98,0.128196
0.28319,283.19,0.140304
0.28341,283.41,0.122664
0.28363,283.63,0.14316
0.28385,283.85,0.1173192
0.28406,284.06,0.121728
0.28428,284.28,0.124728
0.2845,284.5,0.1166232
0.28472,284.72,0.122952
0.28493,284.93,0.0946092
0.28515,285.15,0.1083276
0.28537,285.37,0.12018
0.28559,285.59,0.122424
0.2858,285.8,0.1166784
0.28602,286.02,0.128808
0.28624,286.24,0.121188
0.28645,286.45,0.0934464
0.28667,286.67,0.0941028
0.28689,286.89,0.1079556
0.28711,287.11,0.131328
0.28732,287.32,0.1138332
0.28754,287.54,0.13368
0.28776,287.76,0.114522
0.28798,287.98,0.1010232
0.28819,288.19,0.1037316
0.28841,288.41,0.110214
0.28863,288.63,0.1022808
0.28885,288.85,0.1040244
0.28906,289.06,0.1042164
0.28928,289.28,0.1032036
0.2895,289.5,0.1164972
0.28972,289.72,0.137652
0.28993,289.93,0.15228
0.29015,290.15,0.143796
0.29037,290.37,0.14184
0.29058,290.58,0.128364
0.2908,290.8,0.137352
0.29102,291.02,0.129276
0.29124,291.24,0.1079184
0.29145,291.45,0.0849984
0.29167,291.67,0.0824556
0.29189,291.89,0.1056396
0.29211,292.11,0.094362
0.29232,292.32,0.0873288
0.29254,292.54,0.0980148
0.29276,292.76,0.0974724
0.29298,292.98,0.1054608
0.29319,293.19,0.0982332
0.29341,293.41,0.0910152
0.29363,293.63,0.0922644
0.29384,293.84,0.0932148
0.29406,294.06,0.0968556
0.29428,294.28,0.0920988
0.2945,294.5,0.0943116
0.29471,294.71,0.079254
0.29493,294.93,0.0751332
0.29515,295.15,0.0811416
0.29537,295.37,0.0834588
0.29558,295.58,0.0740124
0.2958,295.8,0.0898248
0.29602,296.02,0.0861384
0.29624,296.24,0.0828096
0.29645,296.45,0.080556
0.29667,296.67,0.0897036
0.29689,296.89,0.0970968
0.2971,297.1,0.1052928
0.29732,297.32,0.0974016
0.29754,297.54,0.0908616
0.29776,297.76,0.0901944
0.29797,297.97,0.098358
0.29819,298.19,0.1129044
0.29841,298.41,0.1039812
0.29863,298.63,0.0951552
0.29884,298.84,0.1044372
0.29906,299.06,0.09465
0.29928,299.28,0.0898968
0.2995,299.5,0.071244
0.29971,299.71,0.0703776
0.29993,299.93,0.0642588
0.30015,300.15,0.0734964
0.30036,300.36,0.0790752
0.30058,300.58,0.0902328
0.3008,300.8,0.0984792
0.30102,301.02,0.0948972
0.30123,301.23,0.0684252
0.30145,301.45,0.0609984
0.30167,301.67,0.061182
0.30189,301.89,0.0651852
0.3021,302.1,0.0815448
0.30232,302.32,0.0878976
0.30254,302.54,0.0857532
0.30276,302.76,0.0924912
0.30297,302.97,0.0698424
0.30319,303.19,0.0753684
0.30341,303.41,0.0794256
0.30362,303.62,0.0823884
0.30384,303.84,0.0823728
0.30406,304.06,0.0977436
0.30428,304.28,0.0854244
0.30449,304.49,0.0981528
0.30471,304.71,0.077604
0.30493,304.93,0.0735372
0.30515,305.15,0.0781704
0.30536,305.36,0.0879504
0.30558,305.58,0.090504
0.3058,305.8,0.0960396
0.30602,306.02,0.086532
0.30623,306.23,0.0916188
0.30645,306.45,0.0903156
0.30667,306.67,0.0865176
0.30688,306.88,0.0782256
0.3071,307.1,0.0641004
0.30732,307.32,0.0632964
0.30754,307.54,0.0645612
0.30775,307.75,0.067854
0.30797,307.97,0.07332
0.30819,308.19,0.0619632
0.30841,308.41,0.0610476
0.30862,308.62,0.068652
0.30884,308.84,0.0605664
0.30906,309.06,0.0628188
0.30928,309.28,0.0714948
0.30949,309.49,0.0565812
0.30971,309.71,0.0669816
0.30993,309.93,0.0694008
0.31015,310.15,0.0638508
0.31036,310.36,0.0684888
0.31058,310.58,0.0653964
0.3108,310.8,0.072528
0.31101,311.01,0.0695088
0.31123,311.23,0.0779712
0.31145,311.45,0.073902
0.31167,311.67,0.0884112
0.31188,311.88,0.071652
0.3121,312.1,0.0605748
0.31232,312.32,0.0656772
0.31254,312.54,0.0620844
0.31275,312.75,0.072108
0.31297,312.97,0.086346
0.31319,313.19,0.0780312
0.31341,313.41,0.0998724
0.31362,313.62,0.1184568
0.31384,313.84,0.1144584
0.31406,314.06,0.1158036
0.31427,314.27,0.1043448
0.31449,314.49,0.1017468
0.31471,314.71,0.0871128
0.31493,314.93,0.0887724
0.31514,315.14,0.0673836
0.31536,315.36,0.0787128
0.31558,315.58,0.08298
0.3158,315.8,0.090996
0.31601,316.01,0.0947064
0.31623,316.23,0.1028844
0.31645,316.45,0.11943
0.31667,316.67,0.1004616
0.31688,316.88,0.0873036
0.3171,317.1,0.0666696
0.31732,317.32,0.0701796
0.31753,317.53,0.0701292
0.31775,317.75,0.0693228
0.31797,317.97,0.0721008
0.31819,318.19,0.0680472
0.3184,318.4,0.0671592
0.31862,318.62,0.0619692
0.31884,318.84,0.071718
0.31906,319.06,0.0647976
0.31927,319.27,0.0842376
0.31949,319.49,0.0883356
0.31971,319.71,0.0801624
0.31993,319.93,0.09267
0.32014,320.14,0.08808
0.32036,320.36,0.0796476
0.32058,320.58,0.0888576
0.32079,320.79,0.0963564
0.32101,321.01,0.0890928
0.32123,321.23,0.083388
0.32145,321.45,0.0780444
0.32166,321.66,0.0915888
0.32188,321.88,0.1014888
0.3221,322.1,0.1045836
0.32232,322.32,0.1092444
0.32253,322.53,0.1026036
0.32275,322.75,0.0847692
0.32297,322.97,0.0758928
0.32319,323.19,0.06384
0.3234,323.4,0.0625548
0.32362,323.62,0.06531
0.32384,323.84,0.0589692
0.32405,324.05,0.0727956
0.32427,324.27,0.0737664
0.32449,324.49,0.089184
0.32471,324.71,0.0973212
0.32492,324.92,0.1180188
0.32514,325.14,0.113304
0.32536,325.36,0.0967608
0.32558,325.58,0.0903588
0.32579,325.79,0.0713784
0.32601,326.01,0.0848292
0.32623,326.23,0.0875436
0.32645,326.45,0.0909648
0.32666,326.66,0.092838
0.32688,326.88,0.1062456
0.3271,327.1,0.1072104
0.32731,327.31,0.1141968
0.32753,327.53,0.112218
0.32775,327.75,0.1076928
0.32797,327.97,0.1006752
0.32818,328.18,0.1085136
0.3284,328.4,0.1079892
0.32862,328.62,0.101412
0.32884,328.84,0.09711
0.32905,329.05,0.1033944
0.32927,329.27,0.0888696
0.32949,329.49,0.0990432
0.32971,329.71,0.1072152
0.32992,329.92,0.1120584
0.33014,330.14,0.1079376
0.33036,330.36,0.1020168
0.33058,330.58,0.1034148
0.33079,330.79,0.126876
0.33101,331.01,0.13704
0.33123,331.23,0.133728
0.33144,331.44,0.127368
0.33166,331.66,0.1048788
0.33188,331.88,0.0979224
0.3321,332.1,0.0930528
0.33231,332.31,0.0899328
0.33253,332.53,0.098196
0.33275,332.75,0.0856776
0.33297,332.97,0.0974448
0.33318,333.18,0.123624
0.3334,333.4,0.148608
0.33362,333.62,0.170256
0.33384,333.84,0.197532
0.33405,334.05,0.208644
0.33427,334.27,0.201468
0.33449,334.49,0.175284
0.3347,334.7,0.143784
0.33492,334.92,0.137016
0.33514,335.14,0.122304
0.33536,335.36,0.1149972
0.33557,335.57,0.1134996
0.33579,335.79,0.11646
0.33601,336.01,0.114438
0.33623,336.23,0.1176216
0.33644,336.44,0.124572
0.33666,336.66,0.1015284
0.33688,336.88,0.0869268
0.3371,337.1,0.0946704
0.33731,337.31,0.1059408
0.33753,337.53,0.1193676
0.33775,337.75,0.1151772
0.33796,337.96,0.126744
0.33818,338.18,0.136488
0.3384,338.4,0.13476
0.33862,338.62,0.141732
0.33883,338.83,0.131064
0.33905,339.05,0.1193892
0.33927,339.27,0.102774
0.33949,339.49,0.1046448
0.3397,339.7,0.1187532
0.33992,339.92,0.120876
0.34014,340.14,0.1167168
0.34036,340.36,0.121488
0.34057,340.57,0.1051092
0.34079,340.79,0.1052436
0.34101,341.01,0.1058592
0.34122,341.22,0.1138632
0.34144,341.44,0.128688
0.34166,341.66,0.126432
0.34188,341.88,0.1173528
0.34209,342.09,0.138588
0.34231,342.31,0.14886
0.34253,342.53,0.150348
0.34275,342.75,0.135084
0.34296,342.96,0.1098972
0.34318,343.18,0.109164
0.3434,343.4,0.1070352
0.34362,343.62,0.1143708
0.34383,343.83,0.120276
0.34405,344.05,0.1176264
0.34427,344.27,0.138372
0.34448,344.48,0.123372
0.3447,344.7,0.12858
0.34492,344.92,0.139728
0.34514,345.14,0.167328
0.34535,345.35,0.185424
0.34557,345.57,0.174912
0.34579,345.79,0.170412
0.34601,346.01,0.185676
0.34622,346.22,0.170016
0.34644,346.44,0.188244
0.34666,346.66,0.201552
0.34688,346.88,0.18702
0.34709,347.09,0.178404
0.34731,347.31,0.203148
0.34753,347.53,0.20448
0.34774,347.74,0.230904
0.34796,347.96,0.239856
0.34818,348.18,0.242256
0.3484,348.4,0.241068
0.34861,348.61,0.226548
0.34883,348.83,0.214032
0.34905,349.05,0.229296
0.34927,349.27,0.234864
0.34948,349.48,0.21372
0.3497,349.7,0.237936
0.34992,349.92,0.213492
0.35014,350.14,0.21042
0.35035,350.35,0.191784
0.35057,350.57,0.181596
0.35079,350.79,0.186324
0.35101,351.01,0.173592
0.35122,351.22,0.188292
0.35144,351.44,0.17544
0.35166,351.66,0.189204
0.35187,351.87,0.18846
0.35209,352.09,0.200748
0.35231,352.31,0.212736
0.35253,352.53,0.219264
0.35274,352.74,0.241752
0.35296,352.96,0.233436
0.35318,353.18,0.222768
0.3534,353.4,0.205872
0.35361,353.61,0.190548
0.35383,353.83,0.196068
0.35405,354.05,0.218892
0.35427,354.27,0.2253
0.35448,354.48,0.216024
0.3547,354.7,0.205416
0.35492,354.92,0.217944
0.35513,355.13,0.213756
0.35535,355.35,0.221664
0.35557,355.57,0.207708
0.35579,355.79,0.218712
0.356,356,0.24744
0.35622,356.22,0.24942
0.35644,356.44,0.242136
0.35666,356.66,0.2094
0.35687,356.87,0.228912
0.35709,357.09,0.208464
0.35731,357.31,0.237108
0.35753,357.53,0.244428
0.35774,357.74,0.252852
0.35796,357.96,0.27036
0.35818,358.18,0.275004
0.35839,358.39,0.257916
0.35861,358.61,0.241908
0.35883,358.83,0.223104
0.35905,359.05,0.195252
0.35926,359.26,0.189024
0.35948,359.48,0.199908
0.3597,359.7,0.217812
0.35992,359.92,0.226656
0.36013,360.13,0.24228
0.36035,360.35,0.268872
0.36057,360.57,0.293724
0.36079,360.79,0.339108
0.361,361,0.354132
0.36122,361.22,0.40074
0.36144,361.44,0.420876
0.36165,361.65,0.420852
0.36187,361.87,0.481908
0.36209,362.09,0.457692
0.36231,362.31,0.431856
0.36252,362.52,0.453396
0.36274,362.74,0.443424
0.36296,362.96,0.354888
0.36318,363.18,0.31872
0.36339,363.39,0.322752
0.36361,363.61,0.388896
0.36383,363.83,0.335268
0.36405,364.05,0.31086
0.36426,364.26,0.241488
0.36448,364.48,0.281556
0.3647,364.7,0.257448
0.36491,364.91,0.217224
0.36513,365.13,0.208704
0.36535,365.35,0.244188
0.36557,365.57,0.269592
0.36578,365.78,0.312612
0.366,366,0.3222
0.36622,366.22,0.330252
0.36644,366.44,0.26136
0.36665,366.65,0.26382
0.36687,366.87,0.299256
0.36709,367.09,0.265044
0.36731,367.31,0.242916
0.36752,367.52,0.24468
0.36774,367.74,0.263412
0.36796,367.96,0.299544
0.36817,368.17,0.29808
0.36839,368.39,0.383064
0.36861,368.61,0.413328
0.36883,368.83,0.38574
0.36904,369.04,0.428796
0.36926,369.26,0.419904
0.36948,369.48,0.43056
0.3697,369.7,0.4605
0.36991,369.91,0.467448
0.37013,370.13,0.461148
0.37035,370.35,0.425796
0.37057,370.57,0.39996
0.37078,370.78,0.513444
0.371,371,0.5325
0.37122,371.22,0.517464
0.37144,371.44,0.502572
0.37165,371.65,0.538128
0.37187,371.87,0.678996
0.37209,372.09,0.785076
0.3723,372.3,0.767784
0.37252,372.52,0.827028
0.37274,372.74,1.021164
0.37296,372.96,1.031436
0.37317,373.17,1.015116
0.37339,373.39,1.004496
0.37361,373.61,0.899784
0.37383,373.83,0.978576
0.37404,374.04,0.924612
0.37426,374.26,0.833244
0.37448,374.48,0.941916
0.3747,374.7,0.999648
0.37491,374.91,0.963672
0.37513,375.13,0.94386
0.37535,375.35,0.960036
0.37556,375.56,0.974892
0.37578,375.78,1.059696
0.376,376,0.986196
0.37622,376.22,0.867804
0.37643,376.43,0.864012
0.37665,376.65,0.80442
0.37687,376.87,0.796788
0.37709,377.09,0.860832
0.3773,377.3,0.812892
0.37752,377.52,0.80598
0.37774,377.74,0.82356
0.37796,377.96,0.78468
0.37817,378.17,0.662352
0.37839,378.39,0.728604
0.37861,378.61,0.84978
0.37882,378.82,0.801036
0.37904,379.04,0.823308
0.37926,379.26,0.790392
0.37948,379.48,0.690768
0.37969,379.69,0.670572
0.37991,379.91,0.779472
0.38013,380.13,0.993144
0.38035,380.35,1.127952
0.38056,380.56,1.168896
0.38078,380.78,1.21848
0.381,381,1.12968
0.38122,381.22,1.1124
0.38143,381.43,1.042476
0.38165,381.65,1.12428
0.38187,381.87,1.24812
0.38208,382.08,1.146288
0.3823,382.3,1.13844
0.38252,382.52,1.177176
0.38274,382.74,1.167756
0.38295,382.95,1.314
0.38317,383.17,1.26336
0.38339,383.39,1.23216
0.38361,383.61,1.199196
0.38382,383.82,1.015476
0.38404,384.04,1.041096
0.38426,384.26,1.034604
0.38448,384.48,1.009176
0.38469,384.69,0.948504
0.38491,384.91,0.983868
0.38513,385.13,0.884736
0.38534,385.34,0.80004
0.38556,385.56,0.82008
0.38578,385.78,0.98172
0.386,386,1.14324
0.38621,386.21,1.28124
0.38643,386.43,1.3842
0.38665,386.65,1.40652
0.38687,386.87,1.48368
0.38708,387.08,1.7238
0.3873,387.3,1.73892
0.38752,387.52,1.72608
0.38774,387.74,1.70916
0.38795,387.95,1.55556
0.38817,388.17,1.47744
0.38839,388.39,1.49772
0.3886,388.6,1.6446
0.38882,388.82,1.8828
0.38904,389.04,1.7784
0.38926,389.26,1.69284
0.38947,389.47,1.9992
0.38969,389.69,1.98348
0.38991,389.91,2.01048
0.39013,390.13,1.86972
0.39034,390.34,1.9938
0.39056,390.56,1.86924
0.39078,390.78,1.8738
0.391,391,1.99464
0.39121,391.21,2.18376
0.39143,391.43,2.47632
0.39165,391.65,2.18076
0.39187,391.87,1.96872
0.39208,392.08,1.98804
0.3923,392.3,2.01828
0.39252,392.52,2.20932
0.39273,392.73,2.2734
0.39295,392.95,2.23296
0.39317,393.17,2.20296
0.39339,393.39,2.14872
0.3936,393.6,2.13144
0.39382,393.82,2.25432
0.39404,394.04,2.25048
0.39426,394.26,2.03124
0.39447,394.47,1.84248
0.39469,394.69,1.83624
0.39491,394.91,1.91508
0.39513,395.13,1.86336
0.39534,395.34,1.92384
0.39556,395.56,2.0436
0.39578,395.78,2.01588
0.39599,395.99,1.96668
0.39621,396.21,2.07588
0.39643,396.43,1.96176
0.39665,396.65,2.02044
0.39686,396.86,2.02152
0.39708,397.08,2.32824
0.3973,397.3,2.27532
0.39752,397.52,2.23752
0.39773,397.73,2.19084
0.39795,397.95,2.01336
0.39817,398.17,2.24172
0.39839,398.39,2.38416
0.3986,398.6,2.48376
0.39882,398.82,2.54496
0.39904,399.04,2.57028
0.39925,399.25,2.14668
0.39947,399.47,1.92708
0.39969,399.69,2.2224
0.39991,399.91,2.30196
0.40012,400.12,2.31
0.40034,400.34,2.50356
0.40056,400.56,2.55432
0.40078,400.78,2.50344
0.40099,400.99,2.41368
0.40121,401.21,2.27568
